accession,description,project,species,taxid,tissue,BTO,mods,spectra,proteins,peptides,MS2,MS1,enzyme
1046,Protein complexes in Saccharomyces cerevisiae (GPM06600002341),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,3,14,0,0,Arg-C
1047,Protein complexes in Saccharomyces cerevisiae (GPM06600002342),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,4,13,0,0,Trypsin
1048,Protein complexes in Saccharomyces cerevisiae (GPM06600002343),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,8,19,0,0,Trypsin
1049,Protein complexes in Saccharomyces cerevisiae (GPM06600002344),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,9,16,0,0,Trypsin
1050,Protein complexes in Saccharomyces cerevisiae (GPM06600002345),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,4,11,0,0,Trypsin
1051,Protein complexes in Saccharomyces cerevisiae (GPM06600002346),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,4,18,0,0,Trypsin
1052,Protein complexes in Saccharomyces cerevisiae (GPM06600002347),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,9,13,0,0,Trypsin
1053,Protein complexes in Saccharomyces cerevisiae (GPM06600002348),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,9,24,0,0,Trypsin
1054,Protein complexes in Saccharomyces cerevisiae (GPM06600002349),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,9,25,0,0,Trypsin
1055,Protein complexes in Saccharomyces cerevisiae (GPM06600002350),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,8,23,0,0,Trypsin
1056,Protein complexes in Saccharomyces cerevisiae (GPM06600002351),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,2,12,0,0,Trypsin
1057,Protein complexes in Saccharomyces cerevisiae (GPM06600002352),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,4,31,0,0,Trypsin
1058,Protein complexes in Saccharomyces cerevisiae (GPM06600002353),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,11,24,0,0,Trypsin
1059,Protein complexes in Saccharomyces cerevisiae (GPM06600002354),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,5,12,0,0,Trypsin
1060,Protein complexes in Saccharomyces cerevisiae (GPM06600002355),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,10,28,0,0,Trypsin
1061,Protein complexes in Saccharomyces cerevisiae (GPM06600002356),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,2,27,0,0,Trypsin
1062,Protein complexes in Saccharomyces cerevisiae (GPM06600002357),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,7,13,0,0,Trypsin
1063,Protein complexes in Saccharomyces cerevisiae (GPM06600002358),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,5,41,0,0,Trypsin
1064,Protein complexes in Saccharomyces cerevisiae (GPM06600002359),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,4,70,0,0,Trypsin
1065,Protein complexes in Saccharomyces cerevisiae (GPM06600002360),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,10,42,0,0,Trypsin
1066,Protein complexes in Saccharomyces cerevisiae (GPM06600002361),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,8,23,0,0,Trypsin
1067,Protein complexes in Saccharomyces cerevisiae (GPM06600002362),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,3,11,0,0,Trypsin
1068,Protein complexes in Saccharomyces cerevisiae (GPM06600002363),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,2,9,0,0,Trypsin
1069,Protein complexes in Saccharomyces cerevisiae (GPM06600002364),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,18,65,0,0,Trypsin
1070,Protein complexes in Saccharomyces cerevisiae (GPM06600002365),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,9,45,0,0,Trypsin
1071,Protein complexes in Saccharomyces cerevisiae (GPM06600002366),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,9,29,0,0,Trypsin
1072,Protein complexes in Saccharomyces cerevisiae (GPM06600002367),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,15,62,0,0,Trypsin
1073,Protein complexes in Saccharomyces cerevisiae (GPM06600002368),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,10,28,0,0,Trypsin
1074,Protein complexes in Saccharomyces cerevisiae (GPM06600002369),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,7,46,0,0,Trypsin
1075,Protein complexes in Saccharomyces cerevisiae (GPM06600002370),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,6,13,0,0,Trypsin
1076,Protein complexes in Saccharomyces cerevisiae (GPM06600002371),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,5,15,0,0,Trypsin
1077,Protein complexes in Saccharomyces cerevisiae (GPM06600002372),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,3,5,0,0,Trypsin
1078,Protein complexes in Saccharomyces cerevisiae (GPM06600002373),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,12,33,0,0,Trypsin
1079,Protein complexes in Saccharomyces cerevisiae (GPM06600002374),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,14,40,0,0,Trypsin
1080,Protein complexes in Saccharomyces cerevisiae (GPM06600002375),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,22,56,0,0,Trypsin
1081,Protein complexes in Saccharomyces cerevisiae (GPM06600002376),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,28,63,0,0,Trypsin
1082,Protein complexes in Saccharomyces cerevisiae (GPM06600002377),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,31,82,0,0,Trypsin
1083,Protein complexes in Saccharomyces cerevisiae (GPM06600002378),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,18,97,0,0,Trypsin
1084,Protein complexes in Saccharomyces cerevisiae (GPM06600002379),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,18,60,0,0,Trypsin
1085,Protein complexes in Saccharomyces cerevisiae (GPM06600002380),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,21,64,0,0,Trypsin
1086,Protein complexes in Saccharomyces cerevisiae (GPM06600002381),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,15,62,0,0,Trypsin
1087,Protein complexes in Saccharomyces cerevisiae (GPM06600002382),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,11,27,0,0,Trypsin
1088,Protein complexes in Saccharomyces cerevisiae (GPM06600002383),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,23,78,0,0,Trypsin
1089,Protein complexes in Saccharomyces cerevisiae (GPM06600002384),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,8,42,0,0,Trypsin
1090,Protein complexes in Saccharomyces cerevisiae (GPM06600002385),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,4,25,0,0,Trypsin
1091,Protein complexes in Saccharomyces cerevisiae (GPM06600002386),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,4,30,0,0,Trypsin
1092,Protein complexes in Saccharomyces cerevisiae (GPM06600002387),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,7,47,0,0,Trypsin
1093,Protein complexes in Saccharomyces cerevisiae (GPM06600002388),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,5,35,0,0,Trypsin
1094,Protein complexes in Saccharomyces cerevisiae (GPM06600002389),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,10,47,0,0,Trypsin
1095,Protein complexes in Saccharomyces cerevisiae (GPM06600002390),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,28,98,0,0,Trypsin
1096,Protein complexes in Saccharomyces cerevisiae (GPM06600002391),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,13,78,0,0,Trypsin
1097,Protein complexes in Saccharomyces cerevisiae (GPM06600002392),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,10,45,0,0,Trypsin
1098,Protein complexes in Saccharomyces cerevisiae (GPM06600002393),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,14,47,0,0,Trypsin
1099,Protein complexes in Saccharomyces cerevisiae (GPM06600002394),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,6,22,0,0,Trypsin
1100,Protein complexes in Saccharomyces cerevisiae (GPM06600002395),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,4,32,0,0,Trypsin
1101,Protein complexes in Saccharomyces cerevisiae (GPM06600002396),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,5,36,0,0,Trypsin
1102,Protein complexes in Saccharomyces cerevisiae (GPM06600002397),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,3,9,0,0,Trypsin
1103,Protein complexes in Saccharomyces cerevisiae (GPM06600002398),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,3,31,0,0,Trypsin
1104,Protein complexes in Saccharomyces cerevisiae (GPM06600002399),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,8,27,0,0,Trypsin
1105,Protein complexes in Saccharomyces cerevisiae (GPM06600002400),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,1,3,0,0,Trypsin
1106,Protein complexes in Saccharomyces cerevisiae (GPM06600002401),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,5,23,0,0,Trypsin
1107,Protein complexes in Saccharomyces cerevisiae (GPM06600002402),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,2,3,0,0,Trypsin
1108,Protein complexes in Saccharomyces cerevisiae (GPM06600002403),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,8,34,0,0,Trypsin
1109,Protein complexes in Saccharomyces cerevisiae (GPM06600002404),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,14,59,0,0,Trypsin
1110,Protein complexes in Saccharomyces cerevisiae (GPM06600002405),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,5,13,0,0,Trypsin
1111,Protein complexes in Saccharomyces cerevisiae (GPM06600002406),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,7,25,0,0,Trypsin
1112,Protein complexes in Saccharomyces cerevisiae (GPM06600002407),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,17,62,0,0,Trypsin
1113,Protein complexes in Saccharomyces cerevisiae (GPM06600002408),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,9,34,0,0,Trypsin
1114,Protein complexes in Saccharomyces cerevisiae (GPM06600002409),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,12,76,0,0,Trypsin
1115,Protein complexes in Saccharomyces cerevisiae (GPM06600002410),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,7,54,0,0,Trypsin
1116,Protein complexes in Saccharomyces cerevisiae (GPM06600002411),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,17,53,0,0,Trypsin
1117,Protein complexes in Saccharomyces cerevisiae (GPM06600002412),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,10,25,0,0,Trypsin
1118,Protein complexes in Saccharomyces cerevisiae (GPM06600002413),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,16,73,0,0,Trypsin
1119,Protein complexes in Saccharomyces cerevisiae (GPM06600002414),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,10,72,0,0,Trypsin
1120,Protein complexes in Saccharomyces cerevisiae (GPM06600002415),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,25,70,0,0,Trypsin
1121,Protein complexes in Saccharomyces cerevisiae (GPM06600002416),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,28,72,0,0,Trypsin
1122,Protein complexes in Saccharomyces cerevisiae (GPM06600002417),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,23,68,0,0,Trypsin
1123,Protein complexes in Saccharomyces cerevisiae (GPM06600002418),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,26,59,0,0,Trypsin
1124,Protein complexes in Saccharomyces cerevisiae (GPM06600002419),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,28,66,0,0,Trypsin
1125,Protein complexes in Saccharomyces cerevisiae (GPM06600002420),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,24,49,0,0,Trypsin
1126,Protein complexes in Saccharomyces cerevisiae (GPM06600002421),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,7,46,0,0,Trypsin
1127,Protein complexes in Saccharomyces cerevisiae (GPM06600002422),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,5,44,0,0,Trypsin
1128,Protein complexes in Saccharomyces cerevisiae (GPM06600002423),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,2,9,0,0,Trypsin
1129,Protein complexes in Saccharomyces cerevisiae (GPM06600002424),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,4,14,0,0,Trypsin
1130,Protein complexes in Saccharomyces cerevisiae (GPM06600002425),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,12,66,0,0,Trypsin
1131,Protein complexes in Saccharomyces cerevisiae (GPM06600002426),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,11,44,0,0,Trypsin
1132,Protein complexes in Saccharomyces cerevisiae (GPM06600002427),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,8,38,0,0,Trypsin
1133,Protein complexes in Saccharomyces cerevisiae (GPM06600002428),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,6,68,0,0,Trypsin
1134,Protein complexes in Saccharomyces cerevisiae (GPM06600002429),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,8,40,0,0,Trypsin
1135,Protein complexes in Saccharomyces cerevisiae (GPM06600002430),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,8,38,0,0,Trypsin
1136,Protein complexes in Saccharomyces cerevisiae (GPM06600002431),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,9,44,0,0,Trypsin
1137,Protein complexes in Saccharomyces cerevisiae (GPM06600002432),GPMDB Submission: Protein complexes in Saccharomyces cerevisiae,Saccharomyces cerevisiae (Baker's yeast),4932, N/A, N/A, N/A,0,10,53,0,0,Trypsin
